Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,source_file
80,13947,2,5,20,11601,20,0,10.0,14.14213562,7300,0,2320.2,3022.508098,833225.7833,501.9000502,2324.5,4767.446392,12013,4,12017,12017.0,0.0,12017,12017,13943,3485.75,5931.088566,12349,151,0,0,0,0,52,112,143.4000143,358.5000359,0,7300,1452.625,2579.543312,6654043.696,0,0,0,1,0,0,0,0,2,1660.142857,10.0,2320.2,0,0,0,0,0,0,2,20,5,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,72443145,8,5,56,11601,20,0,7.0,5.656854249,8760,0,2320.2,3668.897,160.9123955,0.179451072,6036928.75,17100000.0,59300000,3,71200000,10200000.0,22100000.0,59300000,3,1207075,301768.75,598335.9721,1199258,183,0,0,0,0,172,112,0.110431429,0.069019643,0,8760,833.0714286,2337.724089,5464953.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1998.0,0.0,1998,1998,35600000.0,33500000.0,59300000,11900000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,13994,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,830856.0812,500.2143776,2332.333333,4703.568206,11872,4,12026,6013.0,8498.009296,12022,4,13844,4614.666667,6587.216433,12185,190,0,0,0,0,72,92,214.3775904,285.8367872,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,72442205,8,7,56,11601,20,0,7.0,5.656854249,5840,0,1657.285714,1964.895647,160.9144835,0.207061616,5174443.214,15900000.0,59300000,3,71200000,10200000.0,22100000.0,59300000,3,1206227,201037.8333,488932.577,1199054,44,0,0,0,0,172,152,0.110432862,0.096628754,0,5840,728.9375,1503.11044,2259340.996,0,0,0,0,1,0,0,0,0,777.5333333,7.0,1657.285714,0,0,0,0,0,0,8,56,7,11601,256,229,6,20,997.0,0.0,997,997,35600000.0,33500000.0,59300000,11900000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,15170,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,766446.9347,527.3566249,2167.142857,4386.109606,11978,0,12078,6039.0,8540.435703,12078,0,15070,3767.5,5792.072542,12359,47,0,0,0,0,72,112,197.7587343,329.5978906,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,72438189,8,5,56,11601,20,0,7.0,5.656854249,7300,0,2320.2,3022.508098,160.9234046,0.179463349,6036515.75,17100000.0,59300000,0,71200000,10200000.0,22100000.0,59300000,0,1205145,301286.25,598550.8225,1199105,198,0,0,0,0,172,112,0.110438984,0.069024365,0,7300,833.0714286,2033.250541,4134107.764,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,3994.0,0.0,3994,3994,35600000.0,33500000.0,59300000,11900000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,15250,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,762426.2295,590.1639344,1906.25,4093.11016,11875,5,12030,6015.0,8499.42351,12025,5,15100,3020.0,5253.354595,12282,187,0,0,0,0,72,132,196.7213115,393.442623,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,15249,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,762476.2279,590.2026362,1906.125,4084.294429,11872,5,12025,6012.5,8495.887976,12020,5,15101,3020.2,5186.954328,12184,48,0,0,0,0,72,132,196.7342121,393.4684242,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,72493347,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,160.8009629,0.165532432,6590304.273,17800000.0,59300000,2,71200000,10200000.0,22100000.0,59300000,318,1256367,418789.0,722028.2603,1252513,187,0,0,0,0,172,92,0.110354954,0.055177477,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,5993.0,0.0,5993,5993,35600000.0,33500000.0,59300000,11900000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,15166,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,766649.0835,527.4957141,2166.571429,4364.704223,11928,2,12077,6038.5,8536.900169,12075,2,15019,3754.75,5770.218157,12311,195,0,0,0,0,72,112,197.8108928,329.6848213,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,72438142,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,161.0063383,0.165658584,6585285.636,17800000.0,59300000,1,71200000,10200000.0,22100000.0,59300000,1,1202127,400709.0,691678.1709,1199389,192,0,0,0,0,172,92,0.110439056,0.055219528,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,3944.0,0.0,3944,3944,35600000.0,33500000.0,59300000,11900000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,15123,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,768828.9361,528.9955697,2160.428571,4375.97063,11913,6,12026,6013.0,8495.180869,12020,6,15016,3754.0,5792.892599,12311,184,0,0,0,0,72,112,198.3733386,330.622231,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,1140299,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,10196.44848,7.892666748,142537.375,387326.1235,1100535,2,39019,19509.5,27587.77107,39017,2,1140118,228023.6,488036.045,1100535,49,0,0,0,0,72,132,2.630888916,5.261777832,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,71939938,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,162.1213518,0.194606784,5533841.385,16400000.0,59300000,3,70100000,10000000.0,22100000.0,59300000,3,1812093,362418.6,809708.5199,1810869,22,0,0,0,0,172,132,0.111203877,0.083402908,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,3144.0,0.0,3144,3144,35100000.0,34300000.0,59300000,10800000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,302231,2,6,20,11601,20,0,10.0,14.14213562,5840,0,1933.5,2189.772933,38450.72147,26.46981944,43175.85714,97970.04871,262925,0,39017,39017.0,0.0,39017,39017,302050,60410.0,114445.393,262925,46,0,0,0,0,52,132,6.617454861,19.85236458,0,5840,1291.222222,1981.198108,3925145.944,0,0,0,1,0,0,0,0,3,1452.625,10.0,1933.5,0,0,0,0,0,0,2,20,6,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,72778252,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,160.2539176,0.164884422,6616204.727,17800000.0,59300000,3,71000000,10100000.0,22100000.0,59300000,3,1811070,603690.0,1045058.884,1810420,6,0,0,0,0,172,92,0.109922948,0.054961474,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,859.0,0.0,859,859,35500000.0,33700000.0,59300000,11600000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,1058943,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,10979.81667,8.499041025,132367.875,358787.8903,1019688,4,38944,19472.0,27531.90963,38940,4,1058831,211766.2,451954.4331,1019688,16,0,0,0,0,72,132,2.833013675,5.66602735,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,72021714,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,161.9372735,0.194385821,5540131.846,16400000.0,59300000,3,70200000,10000000.0,22100000.0,59300000,12,1807369,361473.8,807735.0295,1806394,3,0,0,0,0,172,132,0.111077612,0.083308209,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,965.0,0.0,965,965,35100000.0,34300000.0,59300000,10900000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,1140280,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2201.078258,10196.61837,7.89279826,142535.0,386971.8843,1099631,4,40015,20007.5,28289.22099,40011,4,1139922,227984.4,487569.9733,1099641,191,0,0,0,0,72,132,2.630932753,5.261865507,0,5840,1162.7,1918.795458,3681776.011,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,72025312,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,161.929184,0.19437611,5540408.615,16500000.0,59700000,3,70500000,10100000.0,22300000.0,59700000,4,1508289,301657.8,674046.1062,1507428,3,0,0,0,0,172,132,0.111072063,0.083304047,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,2886.0,0.0,2886,2886,35300000.0,34600000.0,59700000,10800000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,1173002,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,9912.174063,7.672621189,146625.25,403729.7826,1145534,5,27019,13509.5,19098.24705,27014,5,1172963,234592.6,509366.6862,1145534,16,0,0,0,0,72,132,2.557540396,5.115080793,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,71982292,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,161.9426067,0.194492279,5537099.385,16700000.0,60300000,76,71100000,10200000.0,22500000.0,60300000,194,912766,182553.2,398277.8856,894893,90,0,0,0,0,172,132,0.111138445,0.083353834,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,2462.0,0.0,2462,2462,35500000.0,35000000.0,60300000,10800000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,1172992,2,4,20,11601,20,0,10.0,14.14213562,8675,0,2900.25,4088.041942,9907.143442,5.1151244,234598.4,509372.1458,1145554,37,27017,27017.0,0.0,27017,27017,1172955,390985.0,653615.5509,1145554,191,0,0,0,0,52,92,1.705041467,3.410082933,0,8675,1660.142857,3278.463585,10700000.0,0,0,0,1,0,0,0,0,2,1936.833333,10.0,2900.25,0,0,0,0,0,0,2,20,4,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,71981539,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,161.9443007,0.166709411,6543776.273,18100000.0,60300000,34,71100000,10200000.0,22500000.0,60300000,234,911756,303918.6667,511978.0026,895028,377,0,0,0,0,172,92,0.111139608,0.055569804,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,759.0,0.0,759,759,35500000.0,35000000.0,60300000,10800000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,1175655,3,8,26,11601,20,0,8.666666667,10.26320288,2920,0,1450.125,1102.941578,9889.806108,9.356486384,117565.5,362033.9947,1147653,1,26998,13499.0,19089.05466,26997,1,1175609,167944.1429,432129.3381,1147653,50,0,0,0,0,72,172,2.551769014,6.80471737,0,2920,968.9166667,1131.093715,1279372.992,0,0,0,1,0,0,0,0,2,1057.0,8.666666667,1450.125,0,0,0,0,0,0,3,26,8,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,71979878,8,6,56,11601,20,0,7.0,5.656854249,7300,0,1933.5,2720.783986,161.9480378,0.194498801,5536913.692,16700000.0,60300000,58,71100000,10200000.0,22500000.0,60300000,182,909827,181965.4,398599.0135,894917,192,0,0,0,0,172,132,0.111142172,0.083356629,0,7300,777.5333333,1896.917457,3598295.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,4030.0,0.0,4030,4030,35500000.0,35000000.0,60300000,10800000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,1175441,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,9891.60664,5.955211704,195906.8333,466517.0357,1147929,5,27018,13509.0,19097.53995,27013,5,1175382,391794.0,654972.5943,1147929,162,0,0,0,0,72,92,2.552233587,3.402978116,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80,71976757,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,161.95506,0.194507235,5536673.615,16700000.0,60300000,0,71100000,10200000.0,22500000.0,60300000,0,906750,181350.0,398999.65,895048,16,0,0,0,0,172,132,0.111146992,0.083360244,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1028.0,0.0,1028,1028,35500000.0,35000000.0,60300000,10800000,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
8080,8170069,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.367193961,4085034.5,1520285.944,5160039,3010030,8170069,4085034.5,1520285.944,5160039,3010030,0,0.0,0.0,0,0,0,0,0,0,92,0,0.367193961,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,8192,-1,0,28,3010030.0,0.0,3010030,3010030,5160039.0,0.0,5160039,5160039,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
8080,2999973,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.666672667,2999973.0,0.0,2999973,2999973,2999973,2999973.0,0.0,2999973,2999973,0,0.0,0.0,0,0,0,0,0,0,64,0,0.666672667,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,8192,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
58261,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,464,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
46258,28447,2,1,38,6,38,0,19.0,26.87005769,6,6,6.0,0.0,1546.736035,105.4592751,14223.5,20030.21379,28387,60,28447,28447.0,0.0,28447,28447,0,0.0,0.0,0,0,1,0,0,0,64,20,70.30618343,35.15309171,0,38,20.5,20.35517952,414.3333333,0,1,0,0,1,0,0,0,0,27.33333333,19.0,6.0,0,0,0,0,0,0,2,38,1,6,349,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
46268,83447,2,2,0,12,0,0,0.0,0.0,6,6,6.0,0.0,143.8038515,47.93461718,27815.66667,48127.05971,83388,3,83447,83447.0,0.0,83447,83447,3,3.0,0.0,3,3,0,0,0,0,64,40,23.96730859,23.96730859,0,6,2.4,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,0,0,0,0,0,0,2,0,2,12,349,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
46268,16195,2,1,38,6,38,0,19.0,26.87005769,6,6,6.0,0.0,2716.887928,185.2423588,8097.5,11344.11409,16119,76,16195,16195.0,0.0,16195,16195,0,0.0,0.0,0,0,1,0,0,0,64,20,123.4949058,61.74745292,0,38,20.5,20.35517952,414.3333333,0,1,0,0,1,0,0,0,0,27.33333333,19.0,6.0,0,0,0,0,0,0,2,38,1,6,349,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
46236,86,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11627.90698,11627.90698,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,332,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
56185,73,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,164383.5616,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13698.63014,13698.63014,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,343,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
9732,33920,2,1,44,6,38,6,22.0,22.627417,6,6,6.0,0.0,1474.056604,88.44339623,16960.0,23859.19701,33831,89,33920,33920.0,0.0,33920,33920,0,0.0,0.0,0,0,1,0,0,0,40,20,58.96226415,29.48113208,6,38,22.0,18.47520861,341.3333333,0,1,0,0,1,0,0,0,0,29.33333333,22.0,6.0,0,0,0,0,0,0,2,44,1,6,351,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
9759,17604,2,1,44,6,38,6,22.0,22.627417,6,6,6.0,0.0,2840.263576,170.4158146,8802.0,12412.55244,17579,25,17604,17604.0,0.0,17604,17604,0,0.0,0.0,0,0,1,0,0,0,40,20,113.6105431,56.80527153,6,38,22.0,18.47520861,341.3333333,0,1,0,0,1,0,0,0,0,29.33333333,22.0,6.0,0,0,0,0,0,0,2,44,1,6,351,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
55108,39,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,25641.02564,25641.02564,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,332,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
56196,35,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,342857.1429,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,28571.42857,28571.42857,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,351,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
56195,62,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,193548.3871,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16129.03226,16129.03226,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,351,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
56193,4,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,250000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,368,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
56194,4,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,250000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,368,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
56199,53,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,226415.0943,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18867.92453,18867.92453,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,343,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
56198,29,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,413793.1034,68965.51724,29.0,0.0,29,29,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,34482.75862,34482.75862,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,368,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
9728,33,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,363636.3636,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,30303.0303,30303.0303,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,335,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
9729,29,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,413793.1034,68965.51724,29.0,0.0,29,29,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,34482.75862,34482.75862,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,335,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
